PDB_ID,PDB_Iron_Plane_Distance,XYZ_Iron_Plane_Distance,Plane_Distance_Difference,Axial_Combination
6gd6,0.023850441,0.023850171659276498,2.693197274084014e-07,HIS-MET
3vxi,0.038264632,0.03494263754371052,0.0033219946813261014,HIS-HOH
3fm4,0.40068054,0.28606738740099047,0.11461315459119703,HIS-HOH
1cyo,0.007774353,0.007773239027898171,1.1139994455788838e-06,HIS-HIS
5ych,0.053853035,0.03889269712566801,0.014960337847476524,HIS-HOH
1ch1,0.07176399,0.05886174416228229,0.01290224814728802,HIS-HOH
3sfd,0.12011719,0.07516679930910897,0.04495038819089103,HIS-HIS
2xj8,0.25309372,0.17861413066310483,0.07447958881931704,HIS-HOH
4xmc,0.08174801,0.06522325781546279,0.016524750912564556,HIS-HOH
4o4z,0.11805534,0.08109016455614082,0.03696517907178887,HIS-HIS
5o27,0.022714615,0.020207758920694374,0.0025068559474696883,HIS-HIS
5ibi,0.02340126,0.023401351251742142,9.087576557931243e-08,CYS-HOH
4fwx,0.22469497,0.16190400001166383,0.06279096725823363,HIS-HOH
2xj6,0.22007942,0.14982252147196107,0.07025690052510924,HIS-HOH
3b47,0.05248022,0.03629750580567048,0.016182714989007252,HIS-HOH
1tqn,0.11856747,0.10365713120493858,0.014910335530901264,CYS-HOH
2mgm,0.10495949,0.04295825680341636,0.0620012311116227,HIS-OXY
3u3e,0.11728001,0.09148187943132591,0.0257981269773655,HIS-HOH
1ccj,0.08122635,0.060130867525757026,0.0210954813511961,HIS-HOH
2ohb,0.069330215,0.06289454359408708,0.00643567186001448,HIS-HOH
2vka,0.28249836,0.2075645771562069,0.07493378252396887,HIS-HOH
2v2e,0.20512867,0.14842680970204114,0.05670186003672839,HIS-HOH
1a6k,0.10591102,0.08331844136023925,0.02259257510399415,HIS-HOH
2ycc,0.00039672852,0.005665494987194819,0.005268766471569819,HIS-MET
6vz6,0.022872925,0.044075055453335565,0.021202130648648065,HIS-HIS
4eic,0.0039081573,0.010721410430345912,0.0068132530817131,HIS-MET
2oha,0.04638672,0.044865442052874016,0.001521276697125984,HIS-HOH
4jmw,0.09367657,0.07881023967699896,0.014866327400637758,HIS-HOH
2jjo,0.19663525,0.14927738015409187,0.0473578661227636,CYS-HOH
2zoo,0.0121593475,0.023211942718349476,0.011052595184169789,HIS-MET
6a4y,0.113723755,0.08515714534058105,0.028566609542231447,HIS-HOH
1cmt,0.013381958,0.03270895736657309,0.019326999358760588,HIS-HOH
4g70,0.080373764,0.04520567045551971,0.03516809358256623,HIS-HIS
5mxy,0.020578861,0.02057900562485404,1.443882817753206e-07,HIS-MET
1u7s,0.06726837,0.05582671327449873,0.01144165830753252,HIS-HOH
3m2i,0.017795563,0.021158404311734103,0.0033628415675934775,HIS-HOH
2mbw,0.1048069,0.08713853571477514,0.017668364309638918,HIS-HOH
1rap,0.09684563,0.07135100157798746,0.025494625253067227,HIS-MET
4c44,0.009418011,0.03936640419662485,0.029948393484954927,HIS-HOH
3zbm,0.0132341385,0.027217585941713196,0.013983447452943665,HIS-MET
4nvc,0.139328,0.10520295846265526,0.03412504446703224,HIS-HOH
1rf9,0.08130121,0.062123842440763966,0.01917736987002705,CYS-HOH
1hrc,0.012786865,0.012782887957719424,3.977276655575679e-06,HIS-MET
5fne,0.2832656,0.20537420432849451,0.0778913863392301,HIS-HOH
1lco,0.0032444,0.005309062946249554,0.0020646629218354917,HIS-HIS
3aeb,0.0019893646,0.0019867068501753238,2.6577738481137203e-06,HIS-HIS
6rqd,0.1785183,0.1240037961272229,0.05451449916086304,CYS-HOH
5mjc,0.0009460449,0.0009511951049674394,5.15018309243942e-06,HIS-HIS
2w6y,0.07372284,0.05848954168280329,0.015233297672665458,HIS-HOH
1ch7,0.036397934,0.039540837463903244,0.003142903503942307,HIS-HOH
6rsj,0.013053894,0.013022258763594863,3.1635279373887215e-05,HIS-HOH
2zwu,0.28591728,0.2171531128985329,0.06876416920595929,CYS-HOH
2bgv,0.0030269623,0.0030286436799258354,1.6813996523978858e-06,HIS-MET
2yca,0.062151194,0.04818255408097816,0.013968639537796257,CYS-HOH
4pqc,0.08800125,0.04599499561380771,0.042006255606895415,HIS-HOH
1yzp,0.106536865,0.05018805941836035,0.05634880581601465,HIS-HOH
3sfe,0.05464363,0.046957789841972186,0.007685841139473126,HIS-HIS
1csv,0.08433533,0.05567716120103938,0.028658165947398118,HIS-MET
1bva,0.13731766,0.11296988856943813,0.024347768901265,HIS-HOH
6mi0,0.0026817322,0.13099265860765286,0.12831092642991848,CYS-HOH
3s8g,0.07300758,0.0341534733192681,0.03885411029889596,HIS-HIS
1lgf,0.044013977,0.03528215078702601,0.008731826263755238,CYS-HOH
1ls9,0.00018596649,0.00018628180353452706,3.153118353083073e-07,HIS-MET
1bz6,0.0680809,0.05787681826548585,0.010204083834123523,HIS-HOH
6vxv,0.21588898,0.15697673558208258,0.05891224146869867,CYS-HOH
1aeq,0.0019111633,0.0019090362791018833,2.1270509762416623e-06,HIS-HOH
5ejx,0.08495903,0.09518299062294489,0.010223960471577698,HIS-HOH
4nvm,0.086013794,0.0736235159008789,0.0123902780444336,HIS-HOH
1jp8,0.02374649,0.023723546744901736,2.294373361388935e-05,HIS-HOH
1ltw,0.00071525574,0.0007140185467378046,1.237190566882873e-06,HIS-OXY
6ekx,0.0046463013,0.01351163307372083,0.00886533180418958,CYS-HOH
6gii,0.071998596,0.0601170542656817,0.011881541925724548,CYS-HOH
3vxj,0.07063079,0.05956867284571876,0.011062115957381824,HIS-HOH
6r3w,0.07920456,0.059995068303805965,0.01920949102236591,HIS-HOH
1phc,0.30412304,0.23739467458470642,0.06672836942927063,CYS-HOH
