<<<<<<< HEAD
PDBID,RMSD
3x35,0.2370946768423023
3zbm,0.6807303787490353
3zcg,0.3646234435873838
3zch,0.3958048509166352
3ziy,1.0224461887720061e-07
3zkp,0.2865856809442378
3zqv,0.4306732362026308
451c,0.4862605365823659
4a6z,0.3108596377340233
4a71,0.3319951740928868
4a78,0.4334891428797838
4a7m,0.3004149173954797
4am2,0.343970284305448
4am4,0.3531574973381324
4am5,0.331271977877416
4ave,0.3369374176602998
4b4y,0.4011975295290933
4bja,0.3284027519898531
4blk,0.2565886648865829
4bll,0.2568095995015624
4bln,0.297093664981916
4blx,0.3129325081075612
4bly,0.3128950515768398
4bm0,0.4706241977069379
4bm2,0.2517540386986881
4bm3,0.2990792912149254
4bm4,0.3775404303838125
4c44,0.2425585219163836
4ccp,0.343650400008927
4ccx,0.3017252217328066
4cda,0.4310435762186042
4cdv,0.4468187078549408
4cdy,0.431516460865855
4cip,0.3623773361710514
4cjo,0.4313376423067726
4cp4,0.4039198315539369
4cpp,0.305621717654122
4czn,0.2309009727003275
4czo,0.227120472816359
4czp,0.3015375416645456
4czq,0.2340455598357355
4czr,0.306737016571705
4d3i,0.4141326689430507
4d3j,0.4241151175976896
4d3m,0.4260966869673878
4d3n,0.421045323527989
4d3o,0.3487164672799535
4d3t,0.4286498794518106
4d3u,0.4462480010252051
4d3v,0.3473958371452577
4d7h,0.4464011919558927
4d7i,0.3642382884965677
4d7j,0.4218377501531383
4dc7,0.4368206566202275
4dc8,0.4275302285885147
4dnj,0.4869610809215703
4dxy,0.4348996047355868
4dy9,0.2802486562912067
4e2p,0.5422834093903198
4eic,0.5634227789475946
4eid,0.5171907293650194
4eie,0.5908324423031388
4eif,1.0224461887720061e-07
4f68,0.3634643440584351
4f6b,0.3469521300669441
4f6d,0.3618644294734531
4f6g,0.3509713108855841
4f6i,0.3186208454761425
4fa7,0.439112335528817
4faa,0.4572218972886506
4fcn,0.3315088810879528
4fcs,0.3657698476432661
4fdq,0.2756587512647503
4fef,0.3349939378535741
4fia,0.4214841677693427
4fwx,0.4663318537612485
4fwy,0.4173917990950341
4fwz,0.4510490430019829
4g05,0.3683602156041122
4g2g,0.413646488948375
4g46,0.2517602763626745
4g47,0.4050991529782975
4g48,0.4622233832080678
4g70,0.5481336481478118
4g71,0.5703817625678842
4g7l,1.086812748524074e-07
4g7q,0.4928577845782781
4g7s,0.4378298457286497
4g8u,0.3717797500470939
4g8w,0.3815972926367737
4ggv,0.4749771354707757
4gm7,0.4881616438659316
4gp4,0.4633065793796245
4gp5,0.5659848065733346
4gp8,1.0224461887720061e-07
4h07,0.461754551636464
4h0b,0.3106901268986702
4h1n,0.3412384250697631
4h8p,0.628767160023474
4h8q,0.679564489929436
4hhs,0.3173412973135152
4hka,0.379629459065246
4hpc,1.2977863644404825e-07
4i3q,0.2741614121467164
4i91,0.3674451636503056
4ict,0.4256812528210704
4ips,0.4302121915158207
4ipw,0.4174117338063127
4iq7,0.4761088585925566
4iq9,0.4331227025096392
4it8,0.3219764963050625
4jcg,0.6944851667820627
4jlt,0.4910380705264034
4jm5,0.293629122931721
4jm6,0.2846250434608977
4jm8,0.2960917255007385
4jm9,0.2795889524486196
4jma,0.3236033717005289
4jmb,0.283497410366043
4jms,0.2832920551002491
4jmt,0.3015720811270451
4jmv,0.3398914202456387
4jmw,0.3119885732248841
4jmz,0.3035233690575591
4jn0,0.3385070372624099
4jou,0.6708030105538927
4jpl,0.2797375155106686
4jpt,0.3109223077611099
4jpu,0.2693034591034594
4jqj,0.3398717830869072
4jqk,0.2836413392133819
4jqm,0.2811513890853007
4jqn,0.3327680046564385
4kky,0.2726947439372185
4kmg,0.465470063176555
4kpa,0.4239865066926166
4ksz,7.635505380873066e-08
4ktf,0.4107511983040384
4ktj,0.4244431268691102
4ktk,0.4001143010678885
4ktl,0.4216275873996129
4kvk,0.0
4l0e,8.118214900577056e-08
4l1y,0.3492217444782495
4l1z,0.4522586602682458
4l40,0.4173444415173226
4l49,0.3092638379545606
4l4a,0.4466411145780402
4l4b,0.4507667950348905
4l54,0.4834339814852495
4lpi,0.4712515909181097
4lwa,0.4369838042003333
4lwb,0.5004415855974257
4lxj,0.3691764459277662
4mbn,0.4669477608485826
4msf,0.3767500102123728
4n4y,0.5038391196016596
4njb,0.4304784032426843
4ns2,0.4958268884692735
4nva,0.3302867387929213
4nvb,0.3403454687591513
4nvc,0.3044343296866205
4nvd,0.2951062965475203
4nve,0.3339234556757033
4nvf,0.280767153619702
4nvg,0.2790240749508143
4nvh,0.2972383990763871
4nvi,0.3254798305298127
4nvj,0.286942555057367
4nvk,0.2747309103611785
4nvl,0.3043273604017737
4nvm,0.3056891489353956
4nvn,0.3026163844998618
4nvo,0.310827721262765
4nxa,0.4497018410049808
4nxc,0.4692003200871349
4o4t,0.404143391257386
4o4z,0.3489836339890311
4o6s,1.4138208707067514e-07
4o6t,0.4676108228314968
4o6u,0.4850393069099752
4oek,0.3666318823028842
4of9,0.4851443231236937
4ood,0.471109936486081
4oq7,1.0798235265203437e-07
4oqr,0.4837237950264296
4oqs,0.331515052132831
4oz5,0.553864856855543
4pnj,0.500479628298378
4pnx,0.4545441047813023
4pq6,0.5373500095020496
4pqb,0.4971663137852124
4pqc,0.5357728244154623
4pw9,0.5663991578465606
4qau,0.2924423161821902
4qjq,0.4991491692559848
4rlr,0.3338477582054091
4rm4,0.4056298375397928
4tpn,0.250890441254754
4tpo,0.2299626868199567
4tvf,0.3887623826698756
4tx3,0.522907866775258
4tyx,0.4079867986224177
4u9e,0.4593329702703173
4uax,0.4318105782459926
4ubs,0.5238225644649552
4ug5,0.4077798447612898
4ug6,0.4941902885035924
4ug7,0.4380714378917565
4ug8,0.4599620244858234
4ug9,0.4535907346911056
4uga,0.3195692274636603
4ugb,0.4469221082675356
4ugc,0.3540174194097756
4ugd,0.4230619238531946
4uge,0.4155383292759431
4ugf,0.4670377766870193
4ugg,0.5316877183447966
4ugh,0.3110984116483277
4ugi,0.3331191331797231
4ugj,0.343518003386874
4ugk,0.4520166280527233
4ugl,0.2993193383480581
4ugm,0.4375331404864758
4ugn,0.4360323072183023
4ugo,0.4861495474170821
4ugp,0.3725157859509895
4ugq,0.340118685161954
4ugr,0.3602835318135508
4ugs,0.4255662724099647
4ugt,0.448064745038877
4ugu,0.451681830730772
4ugv,0.4411711264001764
4ugw,0.4255287369819169
4ugx,0.373473962583241
4ugy,0.3659016641413837
4uqr,0.4260952984136728
4uqs,0.5087568345651395
4ux6,0.4259166004231567
4w7o,0.2239726984697553
4wch,1.718401837721937e-07
4wgy,0.4195119136435883
4wgz,0.4234564578017281
4wpz,0.4181922878525694
4wq0,0.3179000659693031
4xmc,0.4147124458285114
4xmd,0.4219674006274542
4xv4,0.3281396838423308
4xv5,0.3415482674725537
4xv6,1.0798235265203437e-07
4xv7,0.3111703576603603
4xv8,0.2839709323393351
4xxl,0.5621520088981337
4y4s,0.3645489533302423
4y55,0.3396995284446665
4yxd,0.4166425721291082
4yzr,0.4784803264409061
4z5q,0.4277984417336592
4zf6,0.4997483335600009
4zfb,8.118214900577056e-08
4zid,7.786718186642898e-08
4zv8,0.2521991824316261
5a1p,0.4769396590300998
5a1r,0.4011569059501504
5a5i,0.4058993632557808
5a5j,0.2850533724638291
5abn,0.4370509969446057
5abo,0.2813167969521084
5abq,0.5010614382195143
5al9,0.2904796002755473
5aog,0.3337592968748656
5b4z,0.5031385189122097
5b51,0.4297597251114166
5b72,0.4614751992842422
5b82,0.6168462465170431
5b84,0.4633215000634271
5b85,0.5166148836474802
5c58,0.8886389146529011
5c6y,0.4607657442483172
5ccp,0.4363547487361667
5cje,0.5125250181669276
5cn4,0.4285842937736355
5cn5,0.4123097534182505
5cn6,0.4298477929416306
5cn7,0.4223703312744329
5cn8,0.4152931268665113
5cn9,0.4141887352189531
5cnb,0.4163097237500006
5cnc,0.4362379764902834
5cnd,0.1854236192784022
5cne,0.4789574141395985
5cnf,0.4413770667846748
5cng,0.4058153822140796
5cp4,0.4541216900876317
5cpp,0.4469861808651303
5cyt,0.4924878361383819
5d5r,0.234823574938437
5d6m,0.3349618941423982
5edt,0.397892440115561
5eet,0.3689303446909017
5ejt,0.2902458287800641
5ejx,0.3177332280946104
5eoh,0.4352684165725407
5eqm,0.2392448041207288
5esi,0.3013186505563072
5esn,0.3274335303641006
5eu2,0.4276747751702859
5ev5,0.1148753984462832
5ex9,0.4812821914267989
5eyj,0.4632024870708107
5eys,0.3940310314310045
5f0b,0.3340577450034158
5f2a,0.3690001595171162
5fne,0.3735698000320689
5fvo,0.4870033086512378
5g5j,0.5579224515842414
5g65,0.4276417221081039
5g66,0.407320352815154
5g67,0.3568731459201585
5g68,0.4258040608687833
5g69,0.4339362672561362
5g6a,0.4258512117611037
5g6b,0.450583557478498
5g6c,0.4459728898019142
5g6d,0.3343824243857441
5g6e,0.4606622847198055
5g6f,0.4359523304494013
5g6g,0.4619170548911628
5g6h,0.4475302413930819
5g6i,0.4421007272575921
5g6j,0.3621619482317124
5g6k,0.4788666646031446
5g6l,0.3564756083965103
5g6m,0.4313783771482992
5g6n,0.3829339270645953
5g6o,0.378415802290976
5g6p,0.4822362214941298
5g6q,0.4494729985632167
5gnl,0.3761620233008325
5gxg,0.4430240032737391
5hav,0.2203487588477236
5hiw,0.4716370597670947
5hlq,0.4511268063381945
5hlu,0.461227758978863
5hlx,0.4534096074704012
5ibh,0.4166191400211102
5ibi,0.4382339687058838
5ibj,0.4744559095373248
5ik1,0.3240831481769765
5ikd,0.5051371871810978
5ikg,0.5207371210744487
5jkv,0.2480865390443593
5jkw,0.3947946795642527
5jl6,0.5392131382804379
5jp7,0.445472254468819
5jqr,0.3695563381664266
5jsl,0.4194721008566324
5jt4,0.4264193587520101
5jve,0.4308945430271303
5kdb,0.450338353032493
5kdy,0.4752183470197513
5kdz,0.3482238377084843
5kke,0.4801131798613534
5kt1,0.506196004143629
5l1o,0.2955719943735774
5l1p,0.3008176622605387
5l1q,0.4899514352251147
5l1r,0.4911952150945357
5l1s,0.2604891599615846
5l1t,0.3086627124794858
5l1u,0.2923649089286362
5l1v,0.3196754914680046
5l1w,0.3277580497284867
5lft,0.0
5lte,0.3003822584427102
5lth,0.4704085953927561
5m0n,0.3395189129506246
5m3s,0.5177994939249753
5m6j,0.3744728050972404
5mbn,0.4812084812379342
5mfa,0.3818516694669288
5mjc,0.0
5mjd,1.0224461887720061e-07
5mxy,1.4459572669580526e-07
5mxz,0.5026946949493257
5n1t,2.0448923775440122e-07
5ncb,0.4353481619651315
5ndc,0.423490713747728
5ngx,0.3218155517185518
5nvi,0.3679519196331399
5nw6,0.3798265559275583
5nws,0.4322708136172117
5o17,0.4068787068801915
5o18,0.4029848618453023
5o1k,0.5057208294586544
5o27,0.4622031984421117
5obo,0.6466952227805037
5ocb,1.0224461887720061e-07
5ocf,0.4408831419745861
5omr,0.2386437532063011
5oms,0.3009911462994579
5omu,0.2523868989734164
5op9,0.4247300728246023
5oxu,0.5479423195969426
5oy2,7.947285970052084e-08
5t6q,0.272967136715364
5twt,0.3642872849782139
5u5u,0.2750847660439177
5u5v,0.3026765981859435
5u5w,0.297182530218052
5u5x,0.2925400765726682
5u5y,0.26242949832354
5u5z,0.2949201861661661
5u60,0.2928905458908384
5u61,0.3254117049557278
5u6t,0.4600394937306656
5u6u,0.4076106490597142
5u6w,0.4618360811070193
5uec,0.2915357330861486
5ufg,0.3038357022846407
5ug2,0.2868055198113923
5ut8,0.5205018080856058
5utb,0.5188455906697448
5utc,0.5099000450111976
5uvb,0.4290795225763255
5vcc,0.4766451501046849
5vcd,0.3194017119270697
5vcg,0.4456510079843108
5via,0.594296269474621
5vjs,1.0224461887720061e-07
5vju,0.463253266466665
5vnu,0.4769549155240569
5vrt,1.454339698148772e-07
5vws,0.2995179950171607
5w0c,0.3459173139161552
5w58,0.4390074924509772
5wjk,0.5109572250862414
5wv3,0.5241492394877363
5x23,0.3473410914347818
5x24,0.5052988110065166
5x7e,0.4960196930245247
5xjn,0.3325071348135816
5xkv,0.4518036079069909
5xkw,0.2546869485603573
5xnt,0.4260544529342796
5xw2,0.4529586717071134
5xxi,0.5749920375930465
5xzi,2.286259181429788e-07
5yce,0.4984741985394091
5ycg,0.3940502899414479
5ych,0.4829771216591991
5ylw,0.2672580184286241
5ym3,0.3890573178427729
5yqa,0.4422831424853914
5ysm,0.3961723883155492
5ysw,0.4432290501891811
5yzf,0.4813504828310836
5z25,0.4376977278591151
5z7e,0.2492740250604226
5z9i,0.4601607900342654
5zeo,0.5046986053725799
5zm9,0.7100690177329793
5zze,0.4722668912693025
5zzf,0.4923554385059343
5zzg,0.5836532817668487
6a15,0.2987794128792562
6a2j,0.2654912107930344
6a3k,0.4129076816875691
6a4y,0.4072117268885952
6a6q,0.46911592601244
6a7i,0.4567686096950747
6a7j,0.469725590031528
6bdd,0.4835890202115615
6bde,0.4214595643233456
6bld,0.5209546040751163
6bmt,0.4802391492874578
6c2d,0.3666347427984782
6c3h,0.4619870699594053
6c3j,0.4577045571049767
6c4w,0.4636321072268384
6c93,0.3530956603719868
6ccp,0.4061621670234675
6cp4,0.5074782319666893
6cpp,0.5506505004647935
6cuk,7.635505380873066e-08
6cvc,0.4959989785618585
6d45,0.698129976955088
6dcd,0.3635969348709978
6dpq,0.4265224554767953
6dxi,0.5111621329508581
6dyi,0.5059814413458197
6ekw,0.5323125548270667
6ekx,0.5419100657116607
6eky,0.5794134223158568
6eye,0.3734170957216084
6f0b,0.5295579125570937
6f0c,0.4763489086551094
6f1q,0.5431600485088885
6ff5,0.0
6fja,0.3936224007933545
6fyj,0.2989966290694133
6gd6,0.4365523361512955
6gd7,0.4315912326798159
6gd9,0.394566490587014
6gda,0.4631066599207447
6geo,0.4144458789804795
6geq,0.4507481107062553
6gii,0.3720101990282141
6gk5,0.308305047802458
6gk6,0.3129602002366827
6gmf,0.3740058769747155
6hqk,0.4436048151319015
6hql,0.2607181253060899
6hqm,0.4263114800553633
6hqn,0.2735761499949908
6hqo,0.4467507820830467
6hqp,0.2086948365273086
6hqq,0.4421932056910364
6hqr,0.2815248484563065
6hqs,0.4613629079806681
6hqt,0.4550307895148302
6ied,1.0224461887720061e-07
6j82,0.2733036720750271
6j83,0.4787354029806527
6j84,0.4526209025214087
6j95,0.4078438159497984
6jsa,0.3964847129079621
6jt6,1.4459572669580526e-07
6k9i,0.3526276798696385
6k9j,0.4943889796662099
6kbh,0.3495277720053079
6kfw,0.4151434867727506
6krc,0.422071698258156
6krf,0.3983879044137939
6l8i,0.2798390829201886
6l8j,0.3740935017461097
6lco,0.4044212081513046
6ldl,0.3600806649334478
6m4q,0.3247255914781479
6m4s,0.4188359699588899
6m7e,0.4035201107926268
6m7l,0.5422188443055335
6m8f,0.4739379486690563
6ma8,0.3215565953507506
6mcw,0.385667033626049
6mi0,0.4317242879942133
6mjm,0.2808099088859756
6mx5,0.4832930329600353
6nzx,0.4237992809758484
6o0a,0.5718451823930245
6onq,0.5802472434099624
6oo9,0.5392162451705393
6ooa,0.4024424791416145
6oob,0.3993519793984195
6oow,0.4697658801150676
6oox,0.4884148685283443
6ot8,1.4459572669580526e-07
6pq6,0.4820273686412593
6pqd,0.4453801610702693
6pqs,0.4833757669997228
6pqw,0.3965927268352582
6prr,0.4315673658969431
6prs,0.5362524077591652
6pt7,7.587025491483023e-08
6qq0,0.4236291429486705
6qq1,0.4727759196870691
6qq2,0.6556711010082132
6r1q,0.4362804246761087
6r3w,0.4304828046585258
6ro8,0.3965266589194693
6rqb,0.4488832255379376
6rqd,0.4366756302214354
6rqe,0.4348917294807548
6rsi,7.635505380873066e-08
6rsj,7.635505380873066e-08
6s8y,0.4821624726729859
6t0g,0.2848139814422369
6t0h,0.3331372552865175
6tet,0.4173408027687844
6tev,0.4264767176988566
6tpo,0.4847088441629059
6u3k,0.5153939377475276
6u87,7.635505380873066e-08
6u97,1.0224461887720061e-07
6unn,0.4821703245543826
6upg,0.4593184715186945
6vdp,0.5734651343772021
6vdq,1.0224461887720061e-07
6vdz,0.7444274537651258
6vjx,0.4494262891175052
6vxv,0.401534127287165
6vz6,0.3017882620038943
6vza,0.3835356806733663
6vzb,0.3906816929706734
6wj6,0.5941171236848837
6wzc,1.0224461887720061e-07
6wzp,0.4985311821425788
6x8x,0.489381644091589
6xa3,0.4231558450582613
6xaj,0.360036145754838
6xal,0.4380660811787376
6xam,0.4609637368015172
6xcx,0.4691749716753071
6xk3,0.5294570424135795
6xk4,0.4183838543057275
6xk5,0.3846551809677618
6xk6,0.4980322480109157
6xk7,0.4787561014405398
6xk8,0.3074653162607325
6xmc,0.4774839685190698
6y1t,0.3263122622931734
6y2y,0.2810708570179748
6ych,0.4636327197103012
6yci,0.4583624342146632
6ycj,0.4513028652283708
6yck,0.4400886501657106
6ycl,0.4719052733238597
6ycm,0.4540477591370025
6ycn,0.4207699694397315
6yco,0.4503334638857678
6ycp,0.446493738054847
6yct,0.5501775401862811
6z4r,0.2636632183754568
6zmq,0.6022905354010024
7abb,0.5150158788491973
7anv,0.3628239531549008
7bi1,0.4327049768423554
7biu,1.3225083261137706e-07
7c73,0.3707020280058708
7c74,0.4416690809338877
7ccf,0.4361487992573182
7ccp,0.4419665482817679
7cen,0.5476977502800371
7cez,0.4554872425828533
7cka,0.2339155710361949
7cl7,0.4698893175477576
7cl8,0.3871890718172469
7cl9,0.4600416487627961
7cpp,0.2998437717134251
7d52,0.3099081070302942
7d5i,0.482667363738065
7d8m,0.5186774961804158
7dao,0.3386970720561971
7dds,0.5054327251822303
7de5,0.3694163538435899
7di3,0.2927581662564961
7dlh,0.3328720108633769
7dls,0.5546050880303792
7dmr,0.2930536168781876
7dvr,0.3982708120143556
7jw5,0.3972857360756282
7kcs,0.4382081211614575
7ks8,0.3931711275254626
7kyr,1.5271010761746133e-07
7l3u,0.4211810615532829
7l3y,0.4702558855519901
7lad,0.4000914158279428
7lxl,0.4133809175094503
7mhy,0.3368052253546845
7n14,0.3247409614070199
7nho,0.607103677593905
7nhp,0.7361724950190407
7nhq,0.7165845677577117
7nqm,0.512060476474439
7nqn,0.4358440730444648
7nqo,0.5375383658170505
7oo5,0.3747690741507306
7ow9,0.4439290488881675
7pr4,0.4513456262260882
7red,0.4029258957780794
7reh,0.4295551003113166
7rl2,0.5415186987681754
7sa3,0.5630025896692714
7ve3,0.4065853312398063
8cpp,0.473691764972414
4am2,0.3110282649091009
4am4,0.0
4am5,0.3115740145193601
6wj6,0.5768507321971496
7sa3,0.5591772250506098
=======
PDBID,RMSD_all,RMSD_heme,RMSD_ax
102m,0.5099000965617423,0.3611129842648913,0.220208845683173
155c,0.5624919971414788,0.4160976941915053,0.6712018105677493
1a2f,0.3580815321229987,0.2348934010130085,0.1946306056138828
1a2g,0.3380650944028099,0.2577517740910117,0.1859742189301617
1a6k,0.5023831900054462,0.30075189762915,0.2295979489876728
1a6m,0.4060967325641329,0.3086528771248441,0.1589188531786316
1a6n,0.3470748554770638,0.3047827383606927,0.0414068968934735
1aa4,0.418819706650245,0.2971225828852749,0.2402127710780139
1abs,0.4373057201374037,0.2899569781484261,0.100134897836317
1ac4,0.3791763811983105,0.3265291609108234,0.2144681051863821
1ac8,0.4510015029239331,0.3083203502853255,0.2858354083721361
1aeb,0.3773474760811237,0.2841417072452887,0.2462520433649705
1aed,0.442587337994239,0.2961409069577057,0.2795390470568361
1aee,0.4302074514916493,0.2810524711892235,0.2503111553388164
1aef,0.4064530115005168,0.2941661045831428,0.2670418420075773
1aeg,0.4316997378536124,0.2898103746426196,0.2928102332141081
1aeh,0.450577723451628,0.2987005619907752,0.2945519379638146
1aej,0.3719593497553462,0.2692921415038345,0.2439237377619655
1aek,0.4213114894512687,0.3026525891123873,0.282152279808905
1aem,0.4007571975172874,0.2885694910634846,0.2747121780934091
1aen,0.3732585566640974,0.3225521963874374,0.2128264570897011
1aeo,0.3772625717705119,0.326957613330304,0.2115279836758603
1aeq,0.3832790032501693,0.2870872300653213,0.193396017539406
1aes,0.4854235056610868,0.3328625904244213,0.4475228453316041
1aet,0.3293865099016881,0.2351993662121409,0.221295896481408
1aeu,0.3798651224565061,0.3273158563912794,0.2126510469005408
1aev,0.3689150578210187,0.3247000875239598,0.2252283157823491
1akd,0.5884128961328229,0.5272611877837143,0.2539121407540673
1aom,0.4871703447817267,0.5007042558055924,0.3982291751808359
1arp,0.5115152865758366,0.4602017304453741,0.3150118512001886
1arx,0.3037255599865492,0.290906177001589,0.073310446473397
1ary,0.3479465361902659,0.3428898975298097,0.0643671684001567
1ash,0.5560983110973342,0.5502139716073683,0.105605740310206
1b2v,0.0,0.0,0.0
1b5m,0.3204770918239035,0.2382582782680873,0.3774244124261129
1b7v,0.5244079206594602,0.4909792087886763,0.3608371699178856
1bej,0.3946722680914631,0.3374953458095654,0.2398808180293449
1bek,0.410664446249903,0.2933710312181228,0.2688567550350577
1bem,0.3165842690171502,0.2754417098708948,0.1393902743702904
1beq,0.3837933383389243,0.2993365272687015,0.2016224114994746
1bgp,0.4266164086616745,0.3768704720409533,0.075130413370212
1bva,0.3911572326726978,0.2965875331705166,0.1925107984619147
1bz6,0.4781547185949248,0.2675563876697836,0.2524947901164212
1bzp,1.3556196297368877,0.5421499635736343,0.0603433452459721
1c52,0.6458555229429462,0.4926710362802725,0.6899063863796118
1c6r,0.6146474713653743,0.3915413143348339,0.8308397197184478
1c75,0.4832356447537946,0.4786112048348996,0.3530589769961005
1cc5,0.5084482593105714,0.4335930154089711,0.5561089724495694
1cca,0.3302765106196468,0.2266496995673884,0.1875585171500473
1ccb,1.812274077411454,0.7967927491771324,0.4926327330990258
1ccc,0.2962948084221222,0.2806451177393935,0.1849649157118985
1cce,0.3449082875379459,0.3580168297560732,5.331201499700045e-08
1cci,0.447262679955197,0.2858711273848582,0.3520130775049094
1ccj,0.3859832980837936,0.291640246426864,0.2172048459413116
1cck,0.4037518426514641,0.3206129690715843,0.177523388865049
1ccl,0.317715624402162,0.251251028113662,0.2207980832333421
1ccp,0.3968485997989023,0.2091548538743106,0.3510143463389494
1ccr,0.4774848200226735,0.5148137445057933,0.2105528419762459
1cgn,0.4168415913617509,0.4400268454671578,0.0353224042737569
1cgo,0.419367900889658,0.4395060342206812,0.0341711175229213
1ch1,0.4353904905582459,0.1970697423152644,0.218484034802219
1ch2,0.2188796070398298,0.2158867565978987,0.0892820191445412
1ch3,0.4032644196175679,0.2321661052316858,0.1948510025831647
1ch5,0.4383425261399175,0.2256665697561697,0.2572019250803176
1ch7,0.4506876681744088,0.2405459698973547,0.1942726203477364
1ch9,0.4567391891543288,0.2073852892908461,0.2273630518943007
1chh,0.4946950966124689,0.5076964596068995,0.4231650543906696
1chi,0.5478385300102793,0.5353630621036002,0.438852900437373
1chj,0.4992557171992375,0.5231680680815274,0.2994334687666466
1ci3,0.6709323553436832,0.4450020699295554,0.8278962382889179
1cie,0.5055131026637308,0.5300952772789385,0.2370650647977857
1cif,0.5167243738259594,0.5167422459831676,0.3927702929299206
1cig,0.4844152534954078,0.5072676835044994,0.3141580748549982
1cih,0.4427570515834899,0.479938888080148,0.1647376721609914
1cik,0.4635349901279587,0.2373066332633261,0.2507756795177822
1cio,0.2227303610147388,0.2176990404760028,0.0912477227256679
1ck6,0.3833779660043453,0.3614255307257342,0.2583301370405774
1cmp,0.3771643734663528,0.2582464235416325,0.2385948439911522
1cmq,0.3186303953826846,0.2747962420905048,0.216569209793545
1cmt,0.3644781864690973,0.2990361890345442,0.189252095727845
1cmu,0.5359885479738536,0.2382492486165806,0.4120403648838044
1co6,0.4418451321784262,0.4899373944983254,0.1262269684098555
1co8,0.4015793273123061,0.187689904867324,0.2124143736419256
1co9,0.456224172662987,0.219397126457381,0.2458351601167989
1cot,0.3911172451103561,0.3910797609538016,0.2060406611266854
1cp0,0.4687890336882835,0.2244110146151836,0.2484201858388487
1cp5,0.461988152282214,0.2183648956195606,0.2700950831052971
1cpd,0.350707803141714,0.2592207626067389,0.1881430004822825
1cpe,0.4042198324606211,0.2999874615741154,0.2268388237575373
1cpf,0.3459549882581745,0.2479624309754,0.2055614617149526
1cpg,0.3103916260876904,0.2746756531570692,0.1673721121293167
1cpo,0.5099976336877738,0.4329297815176657,0.3220790882818529
1cpq,0.4661116562494187,0.49220843765978,0.0253122818193604
1cpr,0.4616626742685474,0.4872413667520301,0.0296233431623484
1cpt,0.5194168715424674,0.4741953189250653,0.3569158603285454
1cpw,0.4120916093112217,0.2005793209051116,0.2475202756179556
1crg,0.4844561064468851,0.4985094128556938,0.3616252558309429
1crh,0.4981445370254591,0.5384672818349117,0.2903488838878551
1cri,0.3948297813397091,0.4023606664921323,0.2558428553727945
1crj,0.4844130660721203,0.5061436515986332,0.2904689956300536
1cry,0.5366092755652274,0.5607759971380486,0.4153243258201659
1csu,0.5004452301073721,0.5051782989515526,0.4248574297898608
1csv,0.5129684802798898,0.5101027773667045,0.2397115125118306
1csw,0.5190245253476957,0.5316603355928822,0.4402351417614505
1csx,0.5286886046957362,0.5331928575670564,0.3873413037394281
1ctj,0.54608109552256,0.4770609281827078,0.5874218431926445
1ctm,0.828001777406277,0.5086695959049431,0.7399356297685656
1cty,0.6232370281743349,0.4774234890662583,0.706992656006311
1ctz,0.5521104707929787,0.5748287894429436,0.2953349680743864
1cxc,0.4560182944812097,0.4933702633496175,0.1828702463617464
1cxy,0.4854386741591768,0.3979423320548889,0.5468499727181249
1cyf,0.4809711238443117,0.3486923227224712,0.205956700658225
1cyi,0.7617257648262644,0.5280857916233395,0.8814559275672713
1cyj,0.6282669298638043,0.5979867568668884,0.6179524369525631
1cyo,0.3185521622500136,0.2947912846766959,0.2991457616540713
1d06,0.2732462302284636,0.2691010576222969,0.0706515406484168
1dcc,0.2875319364422053,0.2893833951731793,0.087636740115225
1dj1,0.4489513135474716,0.3451577653189811,0.1997678919129953
1dlw,0.4431540335768525,0.4427342485176753,0.1147341799970255
1dm1,0.2315823159635582,0.1781196693594777,0.1763688827806683
1do3,1.411464710129413,0.5964661151041577,0.0350694265819735
1do4,1.5270221854026362,0.622739168391223,0.0587258647744619
1dp6,0.253190050968166,0.2348255786139525,0.1722316017304686
1drm,0.4728288393540146,0.484129272291944,0.0651054601027655
1dt1,0.6754912702805472,0.4750681111009107,0.717989838800468
1dt6,0.342508462344991,0.2602154404835498,0.3642793457915579
1dti,0.3670754913295443,0.1914971315385179,0.1856618881795204
1duk,0.5556372400982598,0.465348306789225,0.338617508172379
1dve,0.4977650276073189,0.5093153261604475,0.200399151796737
1dws,1.4468322755760128,0.6720263322350648,0.0451692938150266
1dwt,1.4550633066703609,0.623538795722138,0.0786564044869551
1dxd,0.5978775786652597,0.4817105208957026,0.0640437910420972
1dy7,0.5384390405081845,0.5315306603183597,0.4617244263338142
1e29,0.5786896253091329,0.4898301565519959,0.7389753205386806
1e83,0.4366421589868154,0.4566514936324191,0.0436971633633597
1e84,0.4447208722354389,0.4563019702778592,0.0413423101326927
1e93,0.5533833646566328,0.2847798071571791,0.5052907828255441
1ebe,0.3745368719092084,0.3019700011626284,0.2594679337412715
1eca,0.6477605868596843,0.46585040824692,0.4184685253681201
1ecd,0.6440324405184925,0.5067370513693242,0.0378554620951619
1ehb,0.4411657262605168,0.4672940554668404,0.2463548695588735
1ehe,0.4606402385707424,0.467065084084688,0.3883957911169627
1ehf,0.350832206724098,0.3489493107940585,0.2302351026747995
1ehg,0.2756166024985388,0.262975439593709,0.2968457258092477
1ehk,0.4019159107284548,0.2911340634709358,0.4476359184507117
1es1,1.4459572669580526e-07,0.0,1.5720855555433917e-07
1eup,0.3971483440019361,0.3909399450027613,0.2345264883987387
1ew0,0.3307021288769198,0.3241754117399493,0.0874117946428415
